Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
R8GB 24xlarge,r8gb.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,200 Gigabit,$8.7446 hourly,,$2.7333 hourly,,
R8GB Double Extra Large,r8gb.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 33.33 Gigabit,$0.7287 hourly,,$0.4421 hourly,,
R8GB 48xlarge,r8gb.48xlarge,"5,215,619.694",Memory optimized,117.0 fps,1536 GiB,192 vCPUs,EBS only,400 Gigabit,$17.4893 hourly,,$8.0234 hourly,,
R8GB Quadruple Extra Large,r8gb.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,33.33 Gigabit,$1.4574 hourly,,$0.622 hourly,,
R8GB Eight Extra Large,r8gb.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,66.66 Gigabit,$2.9149 hourly,,$0.8462 hourly,,
R8GB Large,r8gb.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 20 Gigabit,$0.1822 hourly,,$0.0645 hourly,,
R8GB Medium,r8gb.medium,,Memory optimized,,8 GiB,1 vCPUs,EBS only,Up to 16.66 Gigabit,$0.0911 hourly,,$0.0237 hourly,,
R8GB Metal-24xl,r8gb.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,EBS only,200 Gigabit,$17.4893 hourly,,$2.2454 hourly,,
R8GB Metal-48xl,r8gb.metal-48xl,"4,734,311.429",Memory optimized,117.0 fps,1536 GiB,192 vCPUs,EBS only,400 Gigabit,$17.4893 hourly,,$8.0667 hourly,,
R8GB Extra Large,r8gb.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 26.66 Gigabit,$0.3644 hourly,,$0.185 hourly,,
R8GD 12xlarge Extra Large,r8gd.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,$3.527 hourly,,$0.9623 hourly,,
R8GD 16xlarge Extra Large,r8gd.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.7027 hourly,,$1.0799 hourly,,
R8GD 24xlarge,r8gd.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$7.0541 hourly,,$1.5156 hourly,,
R8GD Double Extra Large,r8gd.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.5878 hourly,,$0.1776 hourly,,
R8GD 48xlarge,r8gd.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$14.1082 hourly,,$3.3989 hourly,,
R8GD Quadruple Extra Large,r8gd.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.1757 hourly,,$0.4161 hourly,,
R8GD Eight Extra Large,r8gd.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.3514 hourly,,$0.8197 hourly,,
R8GD Large,r8gd.large,,Memory optimized,,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.147 hourly,,$0.04 hourly,,
R8GD Medium,r8gd.medium,,Memory optimized,,8 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0735 hourly,,$0.0204 hourly,,
R8GD Metal-24xl,r8gd.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$7.0541 hourly,,$1.6761 hourly,,
R8GD Metal-48xl,r8gd.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$14.1082 hourly,,$1.5438 hourly,,
R8GD Extra Large,r8gd.xlarge,,Memory optimized,,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2939 hourly,,$0.1008 hourly,,
R8GN 12xlarge Extra Large,r8gn.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,150 Gigabit,$4.3723 hourly,,$1.0716 hourly,,
R8GN 16xlarge Extra Large,r8gn.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,200 Gigabit,$5.8298 hourly,,$2.0594 hourly,,
R8GN 24xlarge,r8gn.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,300 Gigabit,$8.7446 hourly,,$2.5804 hourly,,
R8GN Double Extra Large,r8gn.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,$0.7287 hourly,,$0.4083 hourly,,
R8GN 48xlarge,r8gn.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,EBS only,600 Gigabit,$17.4893 hourly,,$4.4884 hourly,,
R8GN Quadruple Extra Large,r8gn.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,50 Gigabit,$1.4574 hourly,,$0.4708 hourly,,
R8GN Eight Extra Large,r8gn.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,100 Gigabit,$2.9149 hourly,,$0.8669 hourly,,
R8GN Large,r8gn.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,$0.1822 hourly,,$0.0627 hourly,,
R8GN Medium,r8gn.medium,,Memory optimized,,8 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,$0.0911 hourly,,$0.0203 hourly,,
R8GN Metal-24xl,r8gn.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,EBS only,300 Gigabit,$8.7446 hourly,,$2.4756 hourly,,
R8GN Metal-48xl,r8gn.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,EBS only,600 Gigabit,$17.4893 hourly,,$1.9776 hourly,,
R8GN Extra Large,r8gn.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,$0.3644 hourly,,$0.1517 hourly,,
R8I-FLEX 12xlarge Extra Large,r8i-flex.12xlarge,"1,195,169.523",Memory optimized,266.0 fps,384 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,$3.1673 hourly,,$0.978 hourly,$5.2649 hourly,
R8I-FLEX 16xlarge Extra Large,r8i-flex.16xlarge,"1,527,021.116",Memory optimized,274.0 fps,512 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,$4.223 hourly,,$1.2897 hourly,$7.0198 hourly,
R8I-FLEX Double Extra Large,r8i-flex.2xlarge,"189,536.032",Memory optimized,73.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.5279 hourly,,$0.2038 hourly,$0.8775 hourly,
R8I-FLEX Quadruple Extra Large,r8i-flex.4xlarge,"374,035.689",Memory optimized,144.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.0558 hourly,,$0.6389 hourly,$1.755 hourly,
R8I-FLEX Eight Extra Large,r8i-flex.8xlarge,"745,573.159",Memory optimized,232.0 fps,256 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,$2.1115 hourly,,$0.905 hourly,$3.5099 hourly,
R8I-FLEX Large,r8i-flex.large,"46,481.001",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.132 hourly,,$0.0605 hourly,$0.2194 hourly,
R8I-FLEX Extra Large,r8i-flex.xlarge,"98,871.22",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2639 hourly,,$0.1369 hourly,$0.4387 hourly,
R8I 12xlarge Extra Large,r8i.12xlarge,"1,169,590.643",Memory optimized,279.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,$3.3341 hourly,,$0.9308 hourly,$5.5421 hourly,
R8I 16xlarge Extra Large,r8i.16xlarge,"1,615,753.598",Memory optimized,283.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,$4.4454 hourly,,$1.3056 hourly,$7.3894 hourly,
R8I 24xlarge,r8i.24xlarge,"2,246,270.839",Memory optimized,292.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$6.6682 hourly,,$1.6538 hourly,$11.0842 hourly,
R8I Double Extra Large,r8i.2xlarge,"189,080.596",Memory optimized,77.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.5557 hourly,,$0.2172 hourly,$0.9237 hourly,
R8I 32xlarge,r8i.32xlarge,"3,004,342.213",Memory optimized,308.0 fps,1024 GiB,128 vCPUs,EBS only,50 Gigabit,$8.8909 hourly,,$2.2885 hourly,$14.7789 hourly,
R8I 48xlarge,r8i.48xlarge,"4,143,735.837",Memory optimized,333.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$13.3363 hourly,,$3.0573 hourly,$22.1683 hourly,
R8I Quadruple Extra Large,r8i.4xlarge,"378,638.479",Memory optimized,142.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.1114 hourly,,$0.449 hourly,$1.8474 hourly,
R8I Eight Extra Large,r8i.8xlarge,"759,073.298",Memory optimized,243.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,$2.2227 hourly,,$0.6265 hourly,$3.6947 hourly,
R8I 96xlarge,r8i.96xlarge,"8,925,043.579",Memory optimized,303.0 fps,3072 GiB,384 vCPUs,EBS only,100 Gigabit,$26.6726 hourly,,$5.5143 hourly,$44.3366 hourly,
R8I Large,r8i.large,"44,023.773",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1389 hourly,,$0.0419 hourly,$0.2309 hourly,
R8I Metal-48xl,r8i.metal-48xl,"4,551,650.566",Memory optimized,301.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$13.3363 hourly,,$2.6695 hourly,$22.1683 hourly,
R8I Metal-96xl,r8i.metal-96xl,"9,497,310.332",Memory optimized,172.0 fps,3072 GiB,384 vCPUs,EBS only,100 Gigabit,$26.6726 hourly,,$4.5825 hourly,$44.3366 hourly,
R8I Extra Large,r8i.xlarge,"98,540.371",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2778 hourly,,$0.0957 hourly,$0.4618 hourly,
T1 Micro,t1.micro,"23,453.991",Micro instances,,0.613 GiB,1 vCPUs,EBS only,Very Low,$0.02 hourly,$0.014 hourly,$0.0022 hourly,$0.02 hourly,$0.015 hourly
T2 Double Extra Large,t2.2xlarge,"165,917.732",General purpose,59.0 fps,32 GiB,8 vCPUs (4h 4.799999999999983m burst),EBS only,Moderate,$0.3712 hourly,$0.23 hourly,$0.108 hourly,$0.4332 hourly,$0.292 hourly
T2 Large,t2.large,"44,120.891",General purpose,17.0 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Low to Moderate,$0.0928 hourly,$0.0575 hourly,$0.0358 hourly,$0.1208 hourly,$0.0855 hourly
T2 Medium,t2.medium,"41,050.903",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Low to Moderate,$0.0464 hourly,$0.0287 hourly,$0.0141 hourly,$0.0644 hourly,$0.0467 hourly
T2 Micro,t2.micro,"22,258.495",General purpose,,1 GiB,1 vCPUs (2h 24m burst),EBS only,Low to Moderate,$0.0116 hourly,$0.0072 hourly,$0.0032 hourly,$0.0162 hourly,$0.0118 hourly
T2 Nano,t2.nano,"20,638.415",General purpose,,0.5 GiB,1 vCPUs (1h 12m burst),EBS only,Low to Moderate,$0.0058 hourly,$0.0036 hourly,,$0.0081 hourly,$0.0059 hourly
T2 Small,t2.small,"22,166.396",General purpose,,2 GiB,1 vCPUs (4h 48m burst),EBS only,Low to Moderate,$0.023 hourly,$0.0144 hourly,$0.0061 hourly,$0.032 hourly,$0.0236 hourly
T2 Extra Large,t2.xlarge,"74,985.94",General purpose,28.0 fps,16 GiB,4 vCPUs (5h 24m burst),EBS only,Moderate,$0.1856 hourly,$0.115 hourly,$0.0652 hourly,$0.2266 hourly,$0.156 hourly
T3 Double Extra Large,t3.2xlarge,"113,426.911",General purpose,45.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.3328 hourly,$0.2086 hourly,$0.0874 hourly,$0.48 hourly,$0.3558 hourly
T3 Large,t3.large,"27,292.576",General purpose,9.9 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0832 hourly,$0.0522 hourly,$0.0388 hourly,$0.1108 hourly,$0.0798 hourly
T3 Medium,t3.medium,"29,163.021",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0416 hourly,$0.0261 hourly,$0.0174 hourly,$0.06 hourly,$0.0445 hourly
T3 Micro,t3.micro,"29,069.767",General purpose,,1 GiB,2 vCPUs (2h 24m burst),EBS only,Up to 5 Gigabit,$0.0104 hourly,$0.0065 hourly,$0.0043 hourly,$0.0196 hourly,$0.0157 hourly
T3 Nano,t3.nano,"28,750.779",General purpose,,0.5 GiB,2 vCPUs (1h 12m burst),EBS only,Up to 5 Gigabit,$0.0052 hourly,$0.0033 hourly,$0.0015 hourly,$0.0098 hourly,$0.0079 hourly
T3 Small,t3.small,"28,124.121",General purpose,,2 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0208 hourly,$0.013 hourly,$0.009 hourly,$0.0392 hourly,$0.0314 hourly
T3 Extra Large,t3.xlarge,"53,932.584",General purpose,21.0 fps,16 GiB,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.1664 hourly,$0.1043 hourly,$0.0645 hourly,$0.24 hourly,$0.1779 hourly
T3A Double Extra Large,t3a.2xlarge,"104,760.034",General purpose,36.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.3008 hourly,$0.1886 hourly,$0.0878 hourly,$0.448 hourly,$0.3358 hourly
T3A Large,t3a.large,"25,985.838",General purpose,9.7 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0752 hourly,$0.0471 hourly,$0.0303 hourly,$0.1028 hourly,$0.0747 hourly
T3A Medium,t3a.medium,"25,849.813",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0376 hourly,$0.0236 hourly,$0.0194 hourly,$0.056 hourly,$0.042 hourly
T3A Micro,t3a.micro,"25,160.398",General purpose,,1 GiB,2 vCPUs (2h 24m burst),EBS only,Up to 5 Gigabit,$0.0094 hourly,$0.0059 hourly,$0.0045 hourly,$0.0186 hourly,$0.0151 hourly
T3A Nano,t3a.nano,"25,859.84",General purpose,,0.5 GiB,2 vCPUs (1h 12m burst),EBS only,Up to 5 Gigabit,$0.0047 hourly,$0.0029 hourly,$0.0015 hourly,$0.0093 hourly,$0.0075 hourly
T3A Small,t3a.small,"26,578.073",General purpose,,2 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0188 hourly,$0.0118 hourly,$0.0094 hourly,$0.0372 hourly,$0.0302 hourly
T3A Extra Large,t3a.xlarge,"51,981.806",General purpose,19.0 fps,16 GiB,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.1504 hourly,$0.0943 hourly,$0.0429 hourly,$0.224 hourly,$0.1679 hourly
T4G Double Extra Large,t4g.2xlarge,"149,068.323",General purpose,49.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.2688 hourly,$0.1686 hourly,$0.0801 hourly,,
T4G Large,t4g.large,"39,596.12",General purpose,12.0 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0672 hourly,$0.0421 hourly,$0.0242 hourly,,
T4G Medium,t4g.medium,"39,179.835",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0336 hourly,$0.0211 hourly,$0.0143 hourly,,
T4G Micro,t4g.micro,"38,902.937",General purpose,,1 GiB,2 vCPUs (2h 24m burst),EBS only,Up to 5 Gigabit,$0.0084 hourly,$0.0053 hourly,$0.0025 hourly,,
T4G Nano,t4g.nano,"38,488.678",General purpose,,0.5 GiB,2 vCPUs (1h 12m burst),EBS only,Up to 5 Gigabit,$0.0042 hourly,$0.0026 hourly,$0.0012 hourly,,
T4G Small,t4g.small,"37,874.006",General purpose,,2 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0168 hourly,$0.0105 hourly,$0.007 hourly,,
T4G Extra Large,t4g.xlarge,"77,489.345",General purpose,25.0 fps,16 GiB,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.1344 hourly,$0.0843 hourly,$0.0592 hourly,,
TRN1 Double Extra Large,trn1.2xlarge,"143,697.517",Machine Learning ASIC Instances,56.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,$1.3438 hourly,$0.8268 hourly,$0.2295 hourly,,
TRN1 32xlarge,trn1.32xlarge,"2,177,889.319",Machine Learning ASIC Instances,221.0 fps,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),8x 100 Gigabit,$21.50 hourly,$13.229 hourly,$2.44 hourly,,
TRN1N 32xlarge,trn1n.32xlarge,"2,151,170.119",Machine Learning ASIC Instances,222.0 fps,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),16x 100 Gigabit,$24.78 hourly,$15.2471 hourly,$2.7218 hourly,,
TRN2 48xlarge,trn2.48xlarge,,Machine Learning ASIC Instances,,2048 GiB,192 vCPUs,7600 GB (4×1900 GB NVMe SSD),16x 200 Gigabit,,,,,
U-12TB1 112xlarge,u-12tb1.112xlarge,,Memory optimized,,12288 GiB,448 vCPUs,EBS only,100 Gigabit,$109.20 hourly,,,$129.808 hourly,$67.3054 hourly
U-12TB1 Metal,u-12tb1.metal,,Memory optimized,,12288 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-18TB1 112xlarge,u-18tb1.112xlarge,,Memory optimized,,18432 GiB,448 vCPUs,EBS only,100 Gigabit,$163.80 hourly,,,$184.408 hourly,$100.9409 hourly
U-18TB1 Metal,u-18tb1.metal,,Memory optimized,,18432 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-24TB1 112xlarge,u-24tb1.112xlarge,,Memory optimized,,24576 GiB,448 vCPUs,EBS only,100 Gigabit,$218.40 hourly,,,$239.008 hourly,$134.5879 hourly
U-24TB1 Metal,u-24tb1.metal,,Memory optimized,,24576 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-3TB1 56xlarge,u-3tb1.56xlarge,"2,906,920.157",Memory optimized,162.0 fps,3072 GiB,224 vCPUs,EBS only,50 Gigabit,$27.30 hourly,$16.8235 hourly,,$37.604 hourly,$27.1275 hourly
U-6TB1 112xlarge,u-6tb1.112xlarge,"5,678,613.303",Memory optimized,114.0 fps,6144 GiB,448 vCPUs,EBS only,100 Gigabit,$54.60 hourly,$33.647 hourly,,$75.208 hourly,$33.647 hourly
U-6TB1 56xlarge,u-6tb1.56xlarge,"4,544,071.407",Memory optimized,170.0 fps,6144 GiB,224 vCPUs,EBS only,100 Gigabit,$46.4039 hourly,$28.5962 hourly,,$56.7079 hourly,$38.9002 hourly
U-6TB1 Metal,u-6tb1.metal,,Memory optimized,,6144 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-9TB1 112xlarge,u-9tb1.112xlarge,,Memory optimized,,9216 GiB,448 vCPUs,EBS only,100 Gigabit,$81.90 hourly,,,$102.508 hourly,$50.4791 hourly
U-9TB1 Metal,u-9tb1.metal,,Memory optimized,,9216 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U7I-12TB 224xlarge,u7i-12tb.224xlarge,,Memory optimized,,12288 GiB,896 vCPUs,EBS only,100 Gigabit,$125.5818 hourly,$77.4024 hourly,,$166.7978 hourly,$118.6184 hourly
U7I-6TB 112xlarge,u7i-6tb.112xlarge,"8,291,178.285",Memory optimized,242.0 fps,6144 GiB,448 vCPUs,EBS only,100 Gigabit,$62.79 hourly,,,$83.398 hourly,
U7I-8TB 112xlarge,u7i-8tb.112xlarge,"8,540,382.538",Memory optimized,249.0 fps,8192 GiB,448 vCPUs,EBS only,100 Gigabit,$83.72 hourly,,,$104.328 hourly,
U7IN-16TB 224xlarge,u7in-16tb.224xlarge,,Memory optimized,,16384 GiB,896 vCPUs,EBS only,200 Gigabit,$180.4756 hourly,$111.2172 hourly,,$221.6916 hourly,$152.4332 hourly
U7IN-24TB 224xlarge,u7in-24tb.224xlarge,,Memory optimized,,24576 GiB,896 vCPUs,EBS only,200 Gigabit,$270.7313 hourly,$166.8368 hourly,,$311.9473 hourly,$208.0528 hourly
U7IN-32TB 224xlarge,u7in-32tb.224xlarge,,Memory optimized,,32768 GiB,896 vCPUs,EBS only,200 Gigabit,$360.987 hourly,$222.4564 hourly,,$402.203 hourly,$263.6724 hourly
VT1 24xlarge,vt1.24xlarge,"1,069,796.813",Media Accelerator Instances,175.0 fps,192 GiB,96 vCPUs,EBS only,25 Gigabit,$5.20 hourly,$3.276 hourly,$1.4397 hourly,,
VT1 3xlarge,vt1.3xlarge,"171,551.108",Media Accelerator Instances,58.0 fps,24 GiB,12 vCPUs,EBS only,3.12 Gigabit,$0.65 hourly,$0.4095 hourly,$0.2376 hourly,,
VT1 6xlarge,vt1.6xlarge,"311,850.312",Media Accelerator Instances,107.0 fps,48 GiB,24 vCPUs,EBS only,6.25 Gigabit,$1.30 hourly,$0.819 hourly,$0.5456 hourly,,
X1 Extra High-Memory 16xlarge Extra Large,x1.16xlarge,"1,144,389.808",Memory optimized,213.0 fps,976 GiB,64 vCPUs,1920 GB SSD,10 Gigabit,$6.669 hourly,$4.11 hourly,$1.2376 hourly,$9.613 hourly,$7.054 hourly
X1 Extra High-Memory 32xlarge,x1.32xlarge,"2,194,787.38",Memory optimized,230.0 fps,1952 GiB,128 vCPUs,3840 GB (2×1920 GB SSD),25 Gigabit,$13.338 hourly,$8.219 hourly,$2.6887 hourly,$19.226 hourly,$14.107 hourly
X1E 16xlarge Extra Large,x1e.16xlarge,"1,105,974.856",Memory optimized,212.0 fps,1952 GiB,64 vCPUs,1920 GB SSD,10 Gigabit,$13.344 hourly,$8.223 hourly,$1.3344 hourly,$16.288 hourly,$11.167 hourly
X1E Double Extra Large,x1e.2xlarge,"104,899.69",Memory optimized,32.0 fps,244 GiB,8 vCPUs,240 GB SSD,Up to 10 Gigabit,$1.668 hourly,$1.028 hourly,$0.4554 hourly,$2.036 hourly,$1.396 hourly
X1E 32xlarge,x1e.32xlarge,"2,226,377.354",Memory optimized,247.0 fps,3904 GiB,128 vCPUs,3840 GB (2×1920 GB SSD),25 Gigabit,$26.688 hourly,$16.446 hourly,$3.0683 hourly,$32.576 hourly,$22.334 hourly
X1E Quadruple Extra Large,x1e.4xlarge,"276,948.375",Memory optimized,102.0 fps,488 GiB,16 vCPUs,480 GB SSD,Up to 10 Gigabit,$3.336 hourly,$2.056 hourly,$0.9601 hourly,$4.072 hourly,$2.792 hourly
X1E Eight Extra Large,x1e.8xlarge,"565,745.856",Memory optimized,172.0 fps,976 GiB,32 vCPUs,960 GB SSD,Up to 10 Gigabit,$6.672 hourly,$4.112 hourly,$1.75 hourly,$8.144 hourly,$5.584 hourly
X1E Extra Large,x1e.xlarge,"61,299.55",Memory optimized,24.0 fps,122 GiB,4 vCPUs,120 GB SSD,Up to 10 Gigabit,$0.834 hourly,$0.514 hourly,$0.2206 hourly,$1.018 hourly,$0.698 hourly
X2GD 12xlarge Extra Large,x2gd.12xlarge,"952,695.997",Memory optimized,172.0 fps,768 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$4.008 hourly,$2.4699 hourly,$1.1596 hourly,,
X2GD 16xlarge Extra Large,x2gd.16xlarge,"1,269,505.422",Memory optimized,174.0 fps,1024 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$5.344 hourly,$3.2932 hourly,$1.4919 hourly,,
X2GD Double Extra Large,x2gd.2xlarge,"158,436.757",Memory optimized,50.0 fps,128 GiB,8 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,$0.668 hourly,$0.4117 hourly,$0.1846 hourly,,
X2GD Quadruple Extra Large,x2gd.4xlarge,"317,523.318",Memory optimized,93.0 fps,256 GiB,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$1.336 hourly,$0.8233 hourly,$0.3747 hourly,,
X2GD Eight Extra Large,x2gd.8xlarge,"646,725.95",Memory optimized,149.0 fps,512 GiB,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,$2.672 hourly,$1.6466 hourly,$0.6987 hourly,,
X2GD Large,x2gd.large,"40,461.258",Memory optimized,13.0 fps,32 GiB,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,$0.167 hourly,$0.1029 hourly,$0.0545 hourly,,
X2GD Medium,x2gd.medium,"19,681.165",Memory optimized,6.9 fps,16 GiB,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,$0.0835 hourly,$0.0515 hourly,$0.0216 hourly,,
X2GD Metal,x2gd.metal,"1,264,822.134",Memory optimized,178.0 fps,1024 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$5.344 hourly,$3.2932 hourly,$1.6398 hourly,,
X2GD Extra Large,x2gd.xlarge,"78,390.384",Memory optimized,25.0 fps,64 GiB,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,$0.334 hourly,$0.2058 hourly,$0.0964 hourly,,
X2IDN 16xlarge Extra Large,x2idn.16xlarge,"1,098,335.336",Memory optimized,185.0 fps,1024 GiB,64 vCPUs,1900 GB NVMe SSD,50 Gigabit,$6.669 hourly,$4.1034 hourly,$2.2651 hourly,$9.613 hourly,$4.1034 hourly
X2IDN 24xlarge,x2idn.24xlarge,"1,668,912.165",Memory optimized,243.0 fps,1536 GiB,96 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$10.0035 hourly,$6.1552 hourly,$2.7576 hourly,$14.4195 hourly,$10.5712 hourly
X2IDN 32xlarge,x2idn.32xlarge,"2,132,000.833",Memory optimized,216.0 fps,2048 GiB,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$13.338 hourly,$8.2069 hourly,$3.674 hourly,$19.226 hourly,$8.2069 hourly
X2IDN Metal,x2idn.metal,"2,279,405.218",Memory optimized,264.0 fps,2048 GiB,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$13.338 hourly,$8.2069 hourly,$3.3336 hourly,$19.226 hourly,$14.0949 hourly
X2IEDN 16xlarge Extra Large,x2iedn.16xlarge,"1,082,910.321",Memory optimized,184.0 fps,2048 GiB,64 vCPUs,1900 GB NVMe SSD,50 Gigabit,$13.338 hourly,$8.2069 hourly,$3.1856 hourly,$16.282 hourly,$8.2069 hourly
X2IEDN 24xlarge,x2iedn.24xlarge,"1,637,107.776",Memory optimized,238.0 fps,3072 GiB,96 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$20.007 hourly,$12.3103 hourly,$3.0365 hourly,$24.423 hourly,$12.3103 hourly
X2IEDN Double Extra Large,x2iedn.2xlarge,"137,628.489",Memory optimized,56.0 fps,256 GiB,8 vCPUs,237 GB NVMe SSD,Up to 25 Gigabit,$1.6673 hourly,$1.0259 hourly,$0.4446 hourly,$2.0353 hourly,$1.0259 hourly
